13	R	10109
13	J	10124
12	R	10124
12	J	10139
11	R	10139
11	J	10154
10	R	10154
10	J	10169
9	R	10169
9	J	10184
8	R	10184
8	J	10199
7	R	10199
7	J	10214
16	R	10214
16	J	10229
15	R	10229
15	J	10244
14	R	10244
14	J	10259
13	R	10259
13	J	10274
12	R	10274
12	J	10289
11	R	10289
11	J	10304
10	R	10304
10	J	10319
9	R	10319
9	J	10334
8	R	10334
8	J	10349
7	R	10349
7	J	10364
16	R	10364
16	J	10379
15	R	10379
15	J	10394
14	R	10394
14	J	10409
13	R	10409
13	J	10424
12	R	10424
12	J	10439
11	R	10439
11	J	10454
10	R	10454
10	J	10469
9	R	10469
9	J	10484
8	R	10484
8	J	10499
7	R	10499
7	J	10514
16	R	10514
16	J	10529
15	R	10529
15	J	10544
14	R	10544
14	J	10559
13	R	10559
13	J	10574
12	R	10574
12	J	10589
11	R	10589
11	J	10604
10	R	10604
10	J	10619
9	R	10619
9	J	10634
8	R	10634
8	J	10649
7	R	10649
7	J	10664
16	R	10664
16	J	10679
15	R	10679
15	J	10694
14	R	10694
14	J	10709
13	R	10709
13	J	10724
12	R	10724
12	J	10739
11	R	10739
11	J	10754
10	R	10754
10	J	10769
9	R	10769
9	J	10784
8	R	10784
8	J	10799
7	R	10799
7	J	10814
16	R	10814
16	J	10829
15	R	10829
15	J	10844
14	R	10844
14	J	10859
13	R	10859
13	J	10874
12	R	10874
12	J	10889
11	R	10889
11	J	10904
10	R	10904
10	J	10919
9	R	10919
9	J	10934
8	R	10934
8	J	10949
7	R	10949
7	J	10964
16	R	10964
16	J	10979
15	R	10979
15	J	10994
14	R	10994
14	J	11009
13	R	11009
13	J	11024
12	R	11024
12	J	11039
11	R	11039
11	J	11054
10	R	11054
10	J	11069
9	R	11069
9	J	11084
8	R	11084
8	J	11099
7	R	11099
7	J	11114
16	R	11114
16	J	11129
15	R	11129
15	J	11144
14	R	11144
14	J	11159
13	R	11159
13	J	11174
12	R	11174
12	J	11189
11	R	11189
11	J	11204
10	R	11204
10	J	11219
9	R	11219
9	J	11234
8	R	11234
8	J	11249
7	R	11249
7	J	11264
16	R	11264
16	J	11279
15	R	11279
15	J	11294
14	R	11294
14	J	11309
13	R	11309
13	J	11324
12	R	11324
12	J	11339
11	R	11339
11	J	11354
10	R	11354
10	J	11369
9	R	11369
9	J	11384
8	R	11384
8	J	11399
7	R	11399
7	J	11414
16	R	11414
16	J	11429
15	R	11429
